Map,District,index,"(2020, <Office.PRES: 'Presidential'>, <Party.REP: 'Republican'>)","(2020, <Office.PRES: 'Presidential'>, <Party.DEM: 'Democratic'>)",G20PRELJOR,C20PRERTRU,C20PREDBID,C20PRELJOR,G20USSRPER,G20USSDOSS,G20USSLHAZ,S20USSRLOE,S20USSRCOL,S20USSRGRA,S20USSRJAC,S20USSRTAY,S20USSRJOH,S20USSDWAR,S20USSDJAC,S20USSDLIE,S20USSDJOH,S20USSDJAM,S20USSDSLA,S20USSDWIN,S20USSDTAR,S20USSLSLO,S20USSGFOR,S20USSIBUC,S20USSIBAR,S20USSISTO,S20USSIGRE,G20PSCRSHA,G20PSCDBRY,G20PSCLMEL,G20PSCRMCD,G20PSCDBLA,G20PSCLWIL,R21USSRPER,R21USSDOSS,R21USSRLOE,R21USSDWAR,R21PSCRMCD,R21PSCDBLA,RacialDemographic.TOTAL,RacialDemographic.HISPA,RacialDemographic.WHITE,RacialDemographic.BLACK,RacialDemographic.NATIV,RacialDemographic.ASIAN,RacialDemographic.HAWAI,RacialDemographic.OTHER,"(2016, <Office.PRES: 'Presidential'>, <Party.DEM: 'Democratic'>)","(2016, <Office.PRES: 'Presidential'>, <Party.REP: 'Republican'>)",area,perimeter
70,4,981795.9185580352,111459,200568,4212,111457,200718,4214,112041,193852,8068,59718,38523,3439,2964,1622,2473,122201,28995,12509,12182,7885,3850,2610,1435,2379,1271,1199,1119,902,882,111387,184019,13410,110315,185572,10843,99567,185539,97971,187017,101873,180263,759908.419948967,199375.00830434114,221302.48148950096,206750.99319540564,1256.5984520210382,100311.41020234945,298.33914864567805,25465.57195319369,145389.9023168618,100441.84184964723,0.07577710849041305,2.7022508903887394
70,5,2762175.494096716,56470,314302,4369,56477,314060,4386,61761,302624,7881,35369,19218,1166,1756,967,814,228534,30978,13580,10680,10479,5141,2564,1783,2291,1471,1263,995,1319,810,63367,289233,14436,62588,291349,11261,57386,293562,54628,296434,59853,287156,770343.7491680215,57866.54866460181,246765.09633534655,405822.93694709096,1215.5000000582313,27608.703215103968,250.7092805292346,26685.469175360908,253777.72608402156,46902.97709570229,0.06881066067313711,2.90247603820546
70,6,2211569.9875028394,179618,147365,3803,179635,147367,3806,179087,140960,6942,92815,70326,3424,2806,4615,2654,86562,21015,6823,6407,6559,2568,1830,9549,1946,882,1237,989,666,818,176665,134855,9842,174691,135015,8378,160325,133131,159953,133557,160906,128597,750397.5669756397,45636.20187692013,385852.25600193813,273515.93568798905,1543.5705677520696,13840.88077657484,795.848880200706,26548.532850205644,119082.74610491666,156368.26891878998,2.4532518006785264,15.75233455117478
70,7,2185939.527611178,192310,169219,4594,192349,169477,4601,189652,164051,8977,105650,69293,3805,3261,2894,2563,114226,22723,7895,7561,7674,3214,1917,966,2568,1002,1142,1020,950,900,188724,157042,13384,186331,158781,11114,167026,157127,165800,158348,168100,153301,765047.73164928,70871.50644011347,390305.3909147066,255847.38018370327,1607.1958362181394,11450.248122391058,356.7447931962174,30250.54413902628,124161.50617991542,163238.98745184756,0.5633333211109801,5.788756882733207
70,8,1933934.0392777936,196642,209585,6064,196588,208632,6090,206036,194366,9254,117128,71259,3639,3902,2340,2626,132243,24161,16985,7355,5706,3434,2205,1595,3666,1568,1690,1180,1076,1229,206670,178272,17110,204702,180130,14932,194579,185728,190710,189402,199093,176364,771614.7460445989,83595.8734551552,436141.45715612697,82834.25304828715,1032.4077035723358,131135.294784708,289.4744437575895,31245.952612310473,139928.23710189812,173138.6488631928,0.09389970021168907,3.3008871135469406
70,9,2164790.561776179,271598,98091,4905,271604,98102,4906,269344,92280,9570,102517,152410,4399,3672,2814,3007,58388,13965,8185,4081,3208,1886,1327,842,3106,1063,1225,879,758,908,265869,85589,13760,263708,86287,12527,243050,87302,241668,88584,244158,82879,776741.1416160163,104001.86092427226,547706.73119407,68740.29481173232,1571.755810981005,23641.580815557874,288.39797926296495,27734.590415189585,66989.48265405168,218628.84524936273,1.3928294978023235,11.617189705997744
70,10,2767064.4867409533,192537,120525,2598,192590,120497,2603,191376,114759,5468,89395,82167,4879,3155,4916,3168,64468,22616,7409,7373,6161,2743,1818,1436,1492,706,1235,1087,545,984,189047,109694,7443,184790,111032,6448,169467,108082,169423,108253,169240,105070,760913.2933733478,53152.945049217866,405000.3361154359,270641.2586673843,1614.953220790646,7036.6685965359065,277.7923100570222,21154.43992579666,103288.25389508334,167613.73108121002,3.605026285043985,16.058758640691558
70,11,2403835.2508833753,185336,146620,4701,185326,146621,4701,182989,141644,8094,94710,68763,5005,3935,4617,4017,91729,20964,9020,7043,5731,2979,1454,1216,2657,1073,1564,1222,904,1008,182083,133287,12198,179590,134054,10388,165271,133545,165007,133806,166106,129248,759222.1864645896,58920.82767332126,431777.271096733,213827.39364641538,1839.724678130841,16909.631706997763,1222.9946948864572,31335.680013064386,111803.0,151195.0,1.8478934821680053,12.480069117139594
70,12,1800353.735446102,198455,183676,6606,198434,183646,6614,201154,173650,10868,117226,68334,3560,3951,2729,2310,118321,23292,12001,7168,6688,3531,1920,1399,4115,1557,1619,1189,1113,1089,200994,161908,18135,199081,163951,15574,184300,163567,181576,166230,186973,157285,757167.3197740305,107675.40356496746,429932.9187670716,140233.41902836147,1349.7612427552103,36176.14467848966,308.91556841019855,34464.69241176761,126255.6942911856,172058.97362329072,0.10773277345551012,3.5615540678785598
70,13,2349140.7759055267,265908,75977,4331,265726,75911,4334,260893,72557,9010,134419,103532,6310,4907,4663,4232,41687,11341,8224,3329,2898,1814,1255,957,2922,1078,1360,1080,711,1430,257120,66207,12107,253037,67389,11202,231083,67170,230410,67797,230521,64029,776781.3024194551,97918.34353528553,592379.994831378,45799.807445030456,1718.4995023820982,7429.802960600857,256.6674717883993,28889.510138507732,55029.623742133685,216470.39340026298,1.210083813279504,6.541526524555143
70,14,2115596.4662403776,167275,164512,3739,167329,164388,3737,166831,158093,7012,85862,68687,3161,2535,2292,2155,111650,21192,7297,6322,6688,2599,2319,1566,1910,748,1082,982,683,738,165042,151884,10159,162912,152799,8301,148529,150468,147867,151282,149436,145885,767482.8722933898,47214.14928951376,358871.1395988926,312470.8233970874,1591.0611776011096,15328.797190014002,864.2155344456056,28040.509486215546,133800.9167939888,144056.4457518574,1.6311458697634305,12.07755559699868
71,1,2042499.0111038797,219467,147315,5082,219457,147301,5090,216955,142013,9589,122475,77714,4273,3831,3281,2947,97486,19555,8336,6542,6055,2786,1707,972,3100,1152,1287,1062,873,1040,215957,134338,14417,213415,136111,12392,192433,135286,190974,136713,193729,131077,749850.3599011705,63645.21513308462,450166.0679008886,182472.6262337964,1691.7017100804073,14565.011973043547,347.076116463087,32232.16375877717,101822.75921821111,185106.0318575822,0.6309691771612765,9.873593520674511
71,2,1973400.951526749,184111,215010,6820,183982,214713,6818,189805,202443,10748,110747,64474,3114,3553,2424,2032,142261,25326,13461,7581,7436,3863,2081,1500,4021,1604,1684,1196,1185,1057,190268,189002,18510,188311,191252,15681,176812,193024,173342,196395,180070,185591,774882.413409556,105080.5332478607,415510.36623516405,170857.82843140533,1227.3332428936283,40818.85266572124,290.42170699202296,34203.97549789501,153599.98644949886,165744.61333089083,0.08881334092409955,3.7200689514856
71,3,2113512.5240335837,249969,109972,5048,249980,109977,5050,248218,104390,9368,100780,134214,4033,3306,2702,2677,69531,14527,7383,4417,3517,1988,1976,883,3112,1090,1159,885,752,834,245467,97190,13771,243613,97999,12303,221946,98647,220560,99971,223204,94164,778509.1872512774,101408.65809519189,543073.8487153762,82962.98137140041,1624.9088221747527,17814.579023883834,279.2553095708485,27868.67775626522,79199.79823807636,199247.08861874932,0.9992379091857739,8.961051393308418
71,4,2322125.659272071,158329,173213,4399,158324,173200,4398,157421,167169,7463,86118,57815,3451,2923,2668,2558,110808,22082,8101,7372,6606,2950,1775,7516,2287,1034,1373,1020,773,852,156943,158763,11432,154800,159322,9579,142231,157895,141808,158387,143344,153034,762021.5806726898,48086.092745221446,376468.92885300226,286781.9598382568,1693.57014466789,17330.466901858705,926.1708216924399,27611.12782082147,140625.06241020845,134353.73393339405,1.4628582723660164,11.263018213366957
71,5,2077254.8217088329,169482,164565,3748,169546,164398,3748,168550,158476,7251,88250,68045,3268,2566,2175,2231,112680,20538,7305,6436,6890,2676,2249,1503,2037,767,1111,910,749,733,166870,152261,10846,164884,153304,8750,149653,150541,148906,151444,150617,146175,758939.5032509799,45800.19846671264,361900.48155505984,303002.1610730144,1623.9167234620809,13667.870024897937,851.0609720033722,28833.439288682213,131171.79717327855,146371.29065560154,1.0719164111325041,11.041705309168734
71,6,2572736.468511002,198404,141035,2843,198430,141148,2854,197888,134700,5765,98397,83726,4037,2776,2990,2732,88117,22042,6829,6670,5780,2506,1976,1268,1463,673,1076,1071,481,891,194471,129365,7988,191816,129983,6716,177113,128495,176813,128912,177421,124291,777057.0824186561,43465.76569666538,397200.170034442,302835.7329592149,1376.0909532114915,9659.363699615807,242.88287666656913,20312.728216678668,122090.52456246484,174042.72969859903,3.459909606346002,18.246793871860067
71,7,1511493.5379450202,211927,161476,4641,211911,161495,4643,211274,155203,8443,113321,82190,4200,3383,2614,3069,99075,23282,9211,8383,6611,2928,2041,3303,2525,1007,1221,1045,846,926,209545,147826,12353,207783,148582,10518,190225,149288,189287,150206,191621,144302,764764.0606639467,65346.81359831149,411084.1301413952,227241.04561039168,1378.8896632275414,26015.079274123153,500.6527543376942,29248.057056365127,115510.82114537712,181709.47361625065,1.6913059525642675,13.40210582845544
71,8,2222501.562754239,261009,73957,4150,260832,73889,4153,255906,70638,8813,128470,105236,6212,4765,4581,4143,40281,11112,8087,3245,2849,1757,1239,943,2768,1042,1328,1055,703,1400,252126,64528,11698,248050,65647,10834,226710,65454,226133,65990,226111,62395,761229.0129296203,94637.41774176888,583327.3986203341,43753.87278415245,1707.6289293680275,7188.43064882598,255.69632264312418,28117.345868150496,53215.43317215651,209783.38239091792,1.2222615343930001,6.544082862305747
71,9,1881952.188570077,67812,302494,4457,67665,302058,4445,72573,291605,7681,40869,23508,1615,1836,1062,1157,217886,31693,13677,10659,9029,4549,2585,1684,2422,1480,1289,1000,1028,784,73773,277890,14520,72900,279462,11255,67499,282900,64891,285477,69849,275904,764174.7061355502,76686.35637822814,272360.0963055299,325842.09015390713,1259.771845033197,53912.89375121423,241.31444252257722,29013.93528473781,240090.04965335812,59480.51041846815,0.06432632246767579,2.529228254693069
71,10,2280296.1899744514,38752,286645,3185,38984,287166,3233,36860,280991,7303,18958,12303,1235,1442,842,800,205033,35257,8962,12001,12410,5407,2846,1460,1253,969,909,954,1926,745,36806,273941,11578,35796,275697,8756,30448,273023,29595,274036,31391,269670,777644.8545978586,79357.36894663547,101656.9676664935,550370.8591580392,1357.3269863404141,18034.435694830485,278.8584292883449,22292.818873291115,238845.9768707307,31415.6592526923,0.1264321362355904,6.167297515154187
71,11,1623564.3200301363,129437,204660,4746,129542,204216,4779,135658,192968,8008,75366,46002,2916,3041,1642,2174,126468,26192,14718,9918,7128,3791,2374,1495,2788,1327,1414,1094,925,1022,135324,180150,14668,133906,181929,12152,126355,183849,123609,186443,129382,176809,773298.0674145272,188066.2771905378,306017.9263416152,145534.27263291963,1080.3357817090982,99876.66592179835,326.2998754178582,27094.1734270512,148642.60540012553,115608.5300433312,0.06595175295647034,3.079392015422539
71,12,1083883.7518359688,149062,238456,4125,149118,238614,4129,147841,232134,8184,82922,53173,2837,2609,2029,1854,166738,31274,9206,9758,9462,4186,2497,1258,2136,958,1138,1033,1342,818,147270,224958,12584,145521,226063,10314,132007,224700,130844,225935,133695,220035,766011.5487667508,56146.695048744994,272936.92512907303,382518.6139075511,1340.999376013018,20526.184836525128,360.34700784096043,27203.6027893965,180919.32467519765,134393.29566538119,0.36667553132191927,8.476586816121277
71,13,2593551.822052903,202604,101719,3408,202685,101700,3405,199802,96992,6880,90044,83539,5804,3916,8563,4526,50188,20027,7585,6356,5807,2732,1418,1264,2022,837,1490,1178,748,1030,197249,91714,9229,193128,92730,8170,177075,89980,177030,90071,176534,87279,752294.9968502049,61875.578174957955,452909.97582243214,196092.68388458499,1795.6625423438365,8577.495355592704,919.7290150762242,27459.201063323093,78016.92166634362,168355.7677566699,3.3721738534039902,14.2916220523224
71,14,1418962.190681086,221472,153990,5486,221398,153758,5484,223866,144797,9543,116497,88515,4597,4388,2776,3276,90483,21211,13160,7429,4826,2826,1923,1284,3497,1353,1475,1137,987,1161,223112,133399,15417,221325,134888,13776,204472,136841,202049,139133,207721,130236,751230.6257372117,93854.02953607861,417542.71667919384,77852.27196136562,1216.863279474616,127692.67022806889,281.23434948487693,28641.753298564916,94211.93936497258,183491.8927614717,0.17120549579623348,5.085240325429083
72,1,1396946.778935133,89825,243829,3226,90134,244394,3279,87531,238653,7307,47248,31811,2112,1845,1362,1360,168992,33497,8223,10765,11008,4767,2630,1215,1364,795,982,914,1934,734,86597,232971,11072,85052,234352,8705,75936,230765,75206,231599,76860,227415,774160.7454578631,76954.6220284639,162602.96883314528,481114.5255728191,1497.5665302994826,23541.257388468737,311.39326901731823,23472.73005412014,191757.51564638576,79419.2676929194,0.25832433059682847,5.44917651003141
72,2,1973769.0253189132,202110,156559,3737,202065,156509,3740,200454,150924,7359,106905,79200,3660,2750,2648,2753,108253,19781,6508,5779,6604,2394,2157,1245,1973,765,1152,932,624,767,198234,145027,10221,195815,145718,8611,178629,144415,177884,145322,179352,139914,779841.4025831361,38646.740217968945,410159.8740551696,289222.81808162446,1437.6206606593619,11409.918277939589,321.1494529346671,25730.99032601414,124977.21723523158,173511.69105112608,2.0985010808444984,15.200579109967103
72,3,2415028.4169354406,191114,141018,4253,191150,141034,4253,188799,135687,7617,91590,74067,5025,3791,7612,4099,87033,20688,8716,6821,5610,2857,1455,1200,2321,1039,1529,1190,838,998,186604,128081,11276,183799,128555,9693,170049,127980,169798,128281,170334,123815,773095.7710800496,66169.3979779991,440923.45514658396,215461.04972659415,1697.154796797383,15351.688668868119,1157.9900412869279,29251.612264844774,111132.32717997656,159306.27415980236,2.283999719332263,12.720977851169662
72,4,2839767.134806531,191197,126409,2662,191236,126377,2666,190355,120430,5541,90516,81771,4676,3052,3913,2988,69192,23297,7472,7512,6229,2799,1864,1446,1508,696,1204,1116,525,986,188223,115215,7550,184284,116453,6515,168986,113572,168873,113791,168992,110241,768986.0582697573,50545.01136036853,398359.69254669093,287425.8196434315,1581.4549367151305,7740.122150648651,276.08990542039766,20952.576896567152,108475.0,167135.0,3.698773858203472,16.25322737592219
72,5,2035378.6631831683,282018,87840,4943,282040,87845,4942,279623,82251,9610,104946,160801,4392,3655,2862,2937,52375,11887,7726,3457,2772,1746,1198,759,3137,1031,1178,853,713,849,276213,75523,13821,273996,76189,12724,252505,77771,251046,79126,253595,73409,753777.3000126814,101221.57422027015,558157.1386532602,45458.71396292387,1554.2369795669788,17503.208268883172,282.5291766360511,26888.93306784474,57484.78766500682,223435.42228154565,1.1228529796950506,9.612465500737555
72,6,2306305.0461036367,114240,272317,5433,114084,271614,5428,125113,256348,8141,72765,41200,1832,2460,1382,1428,190812,25280,16743,8389,7151,3986,2160,1743,3181,1633,1454,964,1131,861,126942,238685,16274,125799,240757,13295,120484,245939,116380,249888,124127,236585,759726.7293958917,87899.43116312567,400131.4607852294,166247.41247656234,1026.1902850290928,67638.3749641095,289.0759793115195,31205.366593005914,204943.64911134512,102088.83096388615,0.05354778162717561,2.603814865362621
72,7,1258891.0991635534,135228,234143,4039,135244,234136,4041,134727,227840,7938,75850,48567,2693,2238,1702,1794,161938,30756,9044,10457,8732,3863,2989,1322,2086,958,1031,934,924,834,134146,220906,12008,133069,221922,9701,121491,220778,120249,222060,122950,216427,757791.01160332,57452.97557920509,286318.360277154,360898.6255167635,1312.0277506622285,21152.601581201598,344.0332878766428,25586.90241026308,183252.17735886728,116675.42837752873,0.4940563045990341,7.351407676405303
72,8,2028577.481322546,165073,193821,4008,165170,193893,4007,164843,186986,7568,87166,64819,3175,2809,2197,2098,134043,24038,8511,7777,7458,3439,2152,1548,2098,883,1106,1015,947,766,163528,179622,11904,161709,180928,9519,147542,179902,146480,181016,148976,175104,770073.2518803566,54589.0606470382,340323.6268069228,322973.4896561576,1507.1616102820583,17738.25246659688,833.9767295157144,28284.515340952395,155983.16812686232,142070.18355887049,1.0169967082202371,11.245464994538308
72,9,2214575.8893636772,273506,82897,4909,273496,82859,4912,269388,78493,9671,142651,103330,6428,5106,4678,4190,45760,12064,8946,3406,2904,1954,1302,1018,3359,1167,1477,1098,765,1457,265681,71211,13591,261679,72560,12567,239994,72835,239030,73734,239943,69120,767162.8801726814,93978.28371006523,594722.1001682234,35333.704178415064,1665.181463448061,8942.738098898568,264.03023113319074,29724.37057599722,55950.24145633246,220938.45458139214,0.9659926432459722,7.314990366820335
72,10,1985967.0751473312,156305,222831,6446,156240,222616,6449,159904,212041,10557,92506,54112,2925,3372,2230,1820,148717,26734,12901,8466,8223,4214,2192,1566,3773,1633,1581,1227,1256,1053,160518,199536,17877,158798,201752,15017,147202,202185,144311,205091,150152,195500,765445.8078490689,102357.52963261472,364876.7162903029,219413.5761695196,1324.847694858855,37221.13408556841,289.5376743329745,33284.6053454283,164242.9589038417,140551.03534563858,0.08040777144861426,3.047759493891992
72,11,2311383.84167102,211023,148773,4685,210843,148698,4689,208250,143736,9137,116357,75934,4016,3571,3219,2823,100069,19432,7788,6433,6346,2731,1719,893,2770,1057,1224,1021,827,1014,207157,136479,13485,204546,138114,11506,184526,137326,183223,138622,185496,133410,756611.9131089955,73479.50926401102,438829.47318376775,197360.51824274415,1606.7636281697758,9994.827529322682,355.78053494641347,30766.23896511346,104871.25608856637,178878.65158801802,0.6026206239099653,6.452167754211149
72,12,2347531.8435252854,181154,158437,4538,181146,158425,4541,180690,152027,7836,97472,69183,3621,3055,2641,2734,94398,21966,7749,6883,6794,2800,2026,9519,2433,998,1294,1048,809,891,179362,144831,11408,177445,145397,9656,162388,143577,161950,144029,163503,138789,757058.3922905911,44585.88980769792,397007.4819329444,263554.23730725097,1726.9685218026223,15800.637031301574,850.9732466537913,30269.936768545784,123412.55059608251,153070.82260083794,1.9293032881297798,13.780393879616126
72,13,1324625.7240282502,185322,176217,5227,185311,175824,5247,188366,166745,9065,102742,66813,4401,4148,2606,3199,103852,24792,13891,9142,6107,3339,2168,1408,3216,1387,1523,1242,1039,1215,187806,154804,15109,186173,156447,13075,170536,158480,168240,160657,173676,151907,766744.4027386169,112438.94838693258,366684.1610035756,117541.2740700943,1114.7817307585988,134375.84396476136,276.78070394436537,29410.16563037082,112309.78244715139,158306.4354684233,0.12538703433060533,4.547888700097603
72,14,1278986.9804955139,83722,229416,4032,83695,229409,4035,84574,222358,7692,44500,28846,2636,2483,1297,1953,151601,29906,11803,11480,8468,4056,2675,1451,2212,1251,1219,1086,986,868,84170,212434,13415,83084,213825,10612,74711,214398,73171,215897,76733,209326,761432.3335569904,163138.02600423893,203059.4903170298,276113.2353950993,1323.0434109503703,87269.39552343117,247.65976699002607,25304.055760932075,179170.36818435008,73716.50233001116,0.063271718355431,2.732014557809553
73,1,2510342.3916272307,167040,153190,2822,167099,153178,2822,166823,146766,5698,81561,71130,3692,2661,2629,2341,95706,23297,7822,7231,6306,2813,2080,1689,1534,728,1103,1051,619,883,164197,141125,8384,161752,141910,6929,148278,139093,148004,139500,148778,135061,762648.787295701,49048.75117838334,356391.9996104842,318032.783798175,1593.9066739224347,10795.662757262045,786.0005958879585,23492.660575070826,131132.93661495534,147600.55724002482,2.8541129083630126,13.262283297880266
73,2,2382502.7678087484,188393,138778,3556,188395,138621,3558,187394,132680,6835,94944,76395,4025,2772,3642,2798,86909,20497,6914,6454,6808,2573,2129,1358,1857,747,1173,987,593,826,186263,126720,9427,182489,128260,7918,166203,125652,165741,126266,166613,121807,769478.7016503026,50538.65987787823,400452.1955914873,275994.6804036705,1549.5337616375498,12286.344564745645,350.44808916744853,25675.984738333034,111847.06338504466,162593.44275997518,2.260250239152993,16.571749246139653
73,3,1752600.7842347824,214886,156906,5529,214894,156486,5559,217737,147263,9590,107074,93963,4078,4029,2578,2907,93621,21222,13164,6970,5122,2930,1864,1227,3399,1348,1467,1093,964,1181,217154,135598,15488,215445,137046,13749,198585,139234,196172,141501,201812,132477,768957.8731993169,120013.76735731139,421490.76363334514,80620.11595579817,1128.10216134683,112361.87527579012,299.3889229936965,28837.17142511818,99825.80085278268,178297.3588184083,0.19755855919547297,5.7778235097412365
73,4,1829062.3276939706,186797,171418,4082,186801,171414,4087,186196,165278,7725,94474,79216,3335,2569,2214,2424,114579,23154,7821,7296,6512,2803,2687,1374,2226,972,1088,869,785,835,184254,159077,11374,182773,159613,9597,167871,158870,166853,159928,169039,154371,750218.244247828,51765.82448493855,407901.46643864125,246733.59561665388,1324.229172135494,12836.431973758064,365.38367930077777,25374.444217535503,133887.4295206024,156890.95390653907,1.4514664040221454,12.589548156518743
73,5,2529984.375568451,194667,138780,4119,194701,138800,4120,192431,133390,7531,91965,77584,4980,3773,7359,4052,86052,20558,8396,6523,5444,2808,1430,1130,2285,1005,1477,1193,800,981,189906,126257,11071,187286,126674,9506,173747,126101,173454,126432,174036,121982,768634.4471013944,59169.74447598368,443454.0103046125,217941.98169799108,1673.621338943926,14218.870165401238,1116.6402218819837,28099.031053763272,110507.92166634362,162736.7677566699,2.483073733541513,14.6351634544933
73,6,1963583.7408957127,72743,254173,4310,72672,253845,4299,78182,243210,7192,43498,25667,1751,1993,1053,1263,177437,26936,13480,9147,7736,4066,2311,1614,2526,1464,1255,993,971,766,78982,229360,13964,77948,230687,11182,72588,234177,69962,236777,74983,227139,771425.7395755653,145146.2825138901,286587.5861418229,234926.63029677243,1241.8418472483556,71385.46761282544,280.1517529873769,27276.507108367587,200895.4594906341,62195.53019737564,0.04715047360132641,2.3920619465360566
73,7,1932838.1624384737,145356,222136,5063,145345,221971,5072,144514,215150,9471,82787,49223,3033,3164,2320,1858,151913,28502,9927,9331,9403,4213,2243,1388,2858,1274,1284,1170,1152,985,144105,206381,15243,142497,208260,12599,129251,207029,127627,208686,131208,202145,767522.7671251724,101674.60655140958,300562.12794015213,308859.6682589723,1405.9529444174836,18737.66472895171,361.85745567466194,30270.463308074606,168643.1640137507,127600.46553696277,0.1351523877231415,4.638775805688785
73,8,2058884.4085710112,189016,222935,6671,188865,222221,6663,199265,206733,10005,115909,67882,3056,3544,2270,2096,146181,24189,15797,7306,6406,3733,2110,1666,3874,1591,1748,1153,1137,1082,200293,190707,18417,198292,193112,15621,189595,197139,185241,201320,193651,188180,777528.9695060094,86756.48309542752,453161.05943791533,123081.486541524,1141.6311043521112,72707.79560095193,289.0940668853442,33696.06954067311,155434.97010195768,168744.70385718305,0.09763992976722213,3.766542223031199
73,9,1582657.4628510287,171580,213286,4369,171693,213634,4374,169935,207341,8540,95021,62067,3291,2870,2221,2111,147538,27790,8909,8974,8995,3979,2236,1131,2380,963,1144,1031,1282,789,169262,199548,13174,167153,201214,10741,152232,200491,150941,201821,153780,195883,774167.3874365418,55511.101370293865,322261.0780202559,345839.6422255577,1442.6108901077878,16605.879827131197,319.4886813196654,27515.05158047669,158022.1646005968,150542.68537591174,0.4798567587530984,6.387975560196626
73,10,2114963.4396806224,177908,153423,4369,177901,153408,4368,177036,147483,7502,96486,66051,3741,3114,2825,2847,91228,21141,7493,6773,6732,2741,1845,9359,2353,952,1345,1041,770,878,175831,140153,11050,173798,140720,9292,158460,138917,158117,139280,159484,134228,754231.8477759759,45418.444909437596,392381.3326029135,264239.7880971313,1707.0305214321456,16539.330907260683,891.7527721594308,29957.99772473046,119015.89162595429,150200.77044953406,1.9262967295340054,14.045892017352847
73,11,913596.6678298928,161018,183163,4767,161022,183298,4769,160145,177259,9199,85067,58382,4351,3676,2337,3056,108938,27541,11854,12030,7407,3673,2388,1306,2802,1187,1278,1135,961,970,159006,168087,14192,157815,169703,11756,141390,168951,139895,170347,143355,164104,756015.8225675225,139244.6149450168,300662.9684999141,204018.93151654475,1277.4579881790762,77917.94345282642,261.0000838619701,27610.273579697543,124243.11411010494,139461.59686251183,0.15643948495727755,3.3483902054063504
73,12,1593936.4440898872,50724,295516,3357,50976,296064,3410,49425,289439,7303,26113,17109,1358,1446,923,923,214028,35943,9280,11661,11469,5089,2864,1446,1390,1003,1000,957,1879,779,49273,282555,11833,48344,283910,8988,42149,281886,41191,282975,43269,278253,763889.6151772495,67656.4932087207,122690.09633574652,520754.19583043276,1389.570841548837,22827.513772595714,245.93346329441852,23656.727052200706,241728.16372152625,44492.69383406474,0.11083047910963971,3.299080566636954
73,13,2362342.0753207705,251703,101077,4791,251512,100977,4794,248850,96491,9073,137101,93177,4635,3953,3670,3314,66163,12783,7175,4216,3584,1851,1282,692,3027,1017,1269,940,708,986,246618,89492,13094,243744,90824,11586,220692,90660,219367,91985,221139,86973,751061.2706225476,66522.39448135378,527267.6601489584,113148.2186214834,1628.888746435636,9094.270380709699,262.43958864892346,29971.62072561746,72887.92029628027,204957.4734076806,1.0851211320525191,11.562885969017346
73,14,2190439.9513894175,290006,69726,4333,289978,69716,4334,284684,66036,9375,121214,142608,6266,4771,4308,4186,36742,10565,7989,2855,2482,1673,1218,953,2920,1042,1323,1027,697,1352,280037,60265,12300,275912,61036,11732,253938,61723,253276,62295,253542,58359,776126.5267188726,84989.8315499549,626891.6552937507,23927.281139292703,1870.622008292332,7364.94897979009,271.42062593634364,28698.99737034102,49890.99999946629,232788.9999971583,1.5090866203555087,9.79369148207458
74,1,1665905.5427069988,205316,169427,4557,205310,169414,4559,204654,163001,8240,102296,88483,3750,3086,2500,2679,105495,24109,8846,8008,7072,3045,2105,4299,2488,1021,1222,1020,865,921,203217,155722,12378,201556,156382,10425,184381,156052,183535,156877,185876,151232,768779.4527226164,67565.29787076695,401890.83776195924,242427.70007293185,1423.7657472489889,20914.40545202927,635.004278902542,29974.519715446804,124960.75127655757,176800.9383374707,1.325953179049157,13.274506850026425
74,2,2841612.8420629175,193122,120920,2930,193147,120885,2935,191903,115036,6018,90149,81638,5459,3474,4286,3349,62851,23165,7856,7558,6343,2892,1834,1460,1770,760,1351,1151,612,1028,189821,109950,8227,185764,111248,7130,169498,108009,169513,108095,169486,104999,758449.2429631657,51031.858507664525,410847.90422484075,262078.14442144142,1715.2483755966734,7540.345259916562,319.97027806917333,22660.880740860306,101996.04334768181,166884.03862281522,3.380671400614003,15.527806173546894
74,3,1086700.8040510889,177442,208450,4310,177574,208676,4330,175899,202426,8439,98090,64391,3336,2912,2284,2313,144198,27450,8783,8475,8286,3832,2272,1131,2390,968,1163,1019,1370,804,174730,195248,12944,172724,196440,10653,156982,195189,155805,196386,158550,190532,770057.7086663897,58049.258284304495,328227.2397404374,324646.244072124,1356.4249991558709,24804.25579889302,313.4796731490635,28071.09548256641,153120.5934424288,156738.88437780875,0.4168567628041321,5.96418916777095
74,4,2287549.9864002084,246471,92354,4805,246260,92259,4810,242461,88132,9471,131719,87791,6113,5059,4702,4030,51408,13913,9254,4094,3631,2187,1396,1039,3255,1211,1466,1158,818,1518,239658,80743,13149,235942,82151,11981,213532,81265,212674,82084,213591,77733,769297.9312072084,102503.44781225071,558725.756211813,61914.43199370308,1616.4278805857741,10982.398926743232,293.6495680385443,30251.951864801733,64619.49739672033,203830.86661568785,0.8895989710213839,8.270580401020286
74,5,2253296.727302601,172138,159313,3415,172118,159167,3412,171786,152952,6613,87948,71265,3168,2516,2212,2270,108410,20331,7128,6143,6294,2503,2224,1522,1758,725,1066,954,648,759,169735,146693,9821,167607,147425,8036,153095,145487,152428,146294,154169,140700,760477.1952031372,42950.82336182552,367510.0223906764,304682.4796197695,1600.6329951594412,13839.020633910437,821.754921799617,26136.278781819612,132867.0,149648.0,1.9161406973667399,11.457830256502088
